epoch,train_loss,train_acc,train_auc,train_f1,train_threshold,dev_loss,dev_acc,dev_auc,dev_f1,dev_threshold,lr
1,0.7459408530380045,0.53,0.5256693877551021,0.5293276108726752,0.4999999999999998,0.6784698198239009,0.72,0.7799111111111111,0.6865671641791045,0.46999999999999986,3e-05
2,0.7231128242824759,0.5857142857142857,0.5936489795918367,0.6016483516483516,0.4999999999999998,0.582495746811231,0.7533333333333333,0.784888888888889,0.7482993197278912,0.48999999999999977,3e-05
3,0.6736991785094142,0.6685714285714286,0.705661224489796,0.6441717791411042,0.5699999999999997,0.5661454766988754,0.7666666666666667,0.7746666666666666,0.7445255474452555,0.47999999999999976,3e-05
4,0.6391615452777062,0.6857142857142857,0.7294775510204082,0.6529968454258676,0.4999999999999998,0.6678173017501831,0.8066666666666666,0.7825777777777778,0.7819548872180451,0.8899999999999996,3e-05
5,0.6565821147231119,0.7057142857142857,0.7430571428571429,0.667741935483871,0.5999999999999998,0.6894756865501404,0.7733333333333333,0.7887111111111111,0.7424242424242424,0.8999999999999996,3e-05
6,0.6230544141307474,0.7057142857142857,0.7579061224489796,0.6611842105263158,0.6299999999999997,0.6055681286503871,0.7933333333333333,0.7854222222222224,0.7669172932330827,0.8499999999999996,3e-05
7,0.582526244896331,0.7357142857142858,0.7989428571428572,0.739803094233474,0.4299999999999998,0.6455807152887185,0.7866666666666666,0.8056000000000001,0.7681159420289855,0.7799999999999997,3e-05
8,0.5613806629327259,0.77,0.821795918367347,0.7586206896551724,0.5399999999999998,0.6794544554253419,0.7666666666666667,0.8387555555555556,0.7651006711409396,0.8699999999999996,3e-05
9,0.5441729854233563,0.8057142857142857,0.8356734693877552,0.798219584569733,0.4199999999999998,0.8028063488254944,0.76,0.8582222222222222,0.7831325301204819,0.8299999999999996,3e-05
10,0.5009755671902426,0.82,0.8733795918367346,0.825,0.2699999999999999,0.6173796312883496,0.8133333333333334,0.8804444444444446,0.8133333333333334,0.8599999999999995,3e-05
11,0.49966103844012,0.8342857142857143,0.8840489795918367,0.833810888252149,0.43999999999999984,1.0046621206092339,0.7333333333333333,0.8048888888888889,0.7530864197530864,0.8999999999999996,3e-05
12,0.4989291695176092,0.8457142857142858,0.8945306122448979,0.8383233532934131,0.7199999999999996,1.117880121053507,0.7466666666666667,0.8268444444444444,0.7816091954022989,0.8999999999999996,3e-05
13,0.44903889155946675,0.8728571428571429,0.9073836734693878,0.8755244755244755,0.24999999999999992,0.7337192943009238,0.8066666666666666,0.8511111111111112,0.8198757763975155,0.17999999999999997,3e-05
14,0.4317982352438516,0.8714285714285714,0.9236734693877551,0.8780487804878049,0.11,0.8926350517136356,0.78,0.844711111111111,0.7898089171974523,0.8999999999999996,3e-05
15,0.3885881239046077,0.8942857142857142,0.9331142857142857,0.8948863636363636,0.3699999999999999,0.7301739088321726,0.8266666666666667,0.8588444444444445,0.8311688311688312,0.8899999999999996,1.5e-05
16,0.4050971696499203,0.8871428571428571,0.9351836734693877,0.8882602545968883,0.4299999999999998,1.0090601506642998,0.7533333333333333,0.8413333333333334,0.7701863354037267,0.8299999999999996,1.5e-05
